ID CIP2,CIP2,ID CIP4,CIP4,ID CIP6,CIP6,ID Year,Year,ID Carnegie Parent,Carnegie Parent,ID Carnegie,Carnegie,ID University,University,ID Degree,Degree,Completions,Slug University,Slug CIP6
13,Education,1313,Teacher Education for Specific Subject Areas,131305,English & Language Arts Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,10,new-york-university,english-language-arts-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131306,Foreign Language Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,1,new-york-university,foreign-language-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131311,Mathematics Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,3,new-york-university,mathematics-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131312,Music Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,5,new-york-university,music-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131316,General Science Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,1,new-york-university,general-science-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131318,Social Studies Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,6,new-york-university,social-studies-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131322,Biology Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,biology-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131323,Chemistry Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,chemistry-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131325,French Language Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,french-language-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131326,German Language Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,german-language-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131330,Spanish Language Teacher Education,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,3,new-york-university,spanish-language-teacher-education
13,Education,1313,Teacher Education for Specific Subject Areas,131399,Other Teacher Education & Professional Development,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,other-teacher-education-professional-development
13,Education,1314,Teaching English or French as a Foreign Language,131401,Teaching English as a Second or Foreign Language Instructor,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,teaching-english-as-a-second-or-foreign-language-instructor
14,Engineering,1407,Chemical Engineering,140701,Chemical Engineering,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,59,new-york-university,chemical-engineering-140701
14,Engineering,1408,Civil Engineering,140801,General Civil Engineering,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,27,new-york-university,general-civil-engineering
14,Engineering,1409,Computer Engineering,140901,General Computer Engineering,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,34,new-york-university,general-computer-engineering
14,Engineering,1410,Electrical Engineering,141001,Electrical & Electronics Engineering,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,42,new-york-university,electrical-electronics-engineering
14,Engineering,1412,Engineering Physics,141201,Engineering Physics & Applied Physics,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,6,new-york-university,engineering-physics-applied-physics
14,Engineering,1419,Mechanical Engineering,141901,Mechanical Engineering,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,85,new-york-university,mechanical-engineering-141901
14,Engineering,1433,Construction Engineering,143301,Construction Engineering,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,8,new-york-university,construction-engineering-143301
14,Engineering,1437,Operations Research,143701,Operations Research,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,operations-research-143701
15,Engineering Technologies,1515,Engineering-Related Fields,151501,Engineering & Industrial Management,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,32,new-york-university,engineering-industrial-management
16,Language & Linguistics,1601,"Linguistic, Comparative, & Related Language Studies",160101,General Foreign Languages & Literatures,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,10,new-york-university,general-foreign-languages-literatures
16,Language & Linguistics,1601,"Linguistic, Comparative, & Related Language Studies",160102,Linguistics,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,15,new-york-university,linguistics
16,Language & Linguistics,1601,"Linguistic, Comparative, & Related Language Studies",160104,Comparative Literature,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,11,new-york-university,comparative-literature
16,Language & Linguistics,1604,"Slavic, Baltic, & Albanian Languages, Literatures, & Linguistics",160402,Russian Language & Literature,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,1,new-york-university,russian-language-literature
16,Language & Linguistics,1605,"Germanic Languages, Literatures, & Linguistics",160500,"General Germanic Languages, Literatures, & Linguistics",2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,2,new-york-university,general-germanic-languages-literatures-linguistics
16,Language & Linguistics,1605,"Germanic Languages, Literatures, & Linguistics",160501,German Language & Literature,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,6,new-york-university,german-language-literature
16,Language & Linguistics,1609,"Romance Languages, Literatures, & Linguistics",160900,"General Romance Languages, Literatures, & Linguistics",2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,2,new-york-university,general-romance-languages-literatures-linguistics
16,Language & Linguistics,1609,"Romance Languages, Literatures, & Linguistics",160901,French Language & Literature,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,32,new-york-university,french-language-literature
16,Language & Linguistics,1609,"Romance Languages, Literatures, & Linguistics",160902,Italian Language & Literature,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,1,new-york-university,italian-language-literature
16,Language & Linguistics,1609,"Romance Languages, Literatures, & Linguistics",160905,Spanish Language & Literature,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,28,new-york-university,spanish-language-literature
16,Language & Linguistics,1609,"Romance Languages, Literatures, & Linguistics",160908,"General Hispanic & Latin American Languages, Literatures, & Linguistics",2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,1,new-york-university,general-hispanic-latin-american-languages-literatures-linguistics
16,Language & Linguistics,1612,"Classical Languages, Literatures, & Linguistics",161200,"General Classical Language, Literature, & Linguistics",2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,3,new-york-university,general-classical-language-literature-linguistics
19,Human Sciences,1905,"Foods, Nutrition, & Related Services",190501,"General Food, Nutrition, & Wellness Studies",2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,7,new-york-university,general-food-nutrition-wellness-studies
23,English,2301,General English Language & Literature,230101,General English Language & Literature,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,general-english-language-literature-230101
23,English,2313,Rhetoric & Composition,231304,Rhetoric & Composition,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,rhetoric-composition-231304
23,English,2314,Literature,231404,British & Commonwealth English Literature,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,121,new-york-university,british-commonwealth-english-literature
24,Liberal Arts & Humanities,2401,Liberal Arts & Sciences,240101,Liberal Arts & Sciences,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,533,new-york-university,liberal-arts-sciences-240101
24,Liberal Arts & Humanities,2401,Liberal Arts & Sciences,240102,General Studies,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,0,new-york-university,general-studies
24,Liberal Arts & Humanities,2401,Liberal Arts & Sciences,240103,Humanistic Studies,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,19,new-york-university,humanistic-studies
26,Biology,2601,General Biology,260101,General Biological Sciences,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,100,new-york-university,general-biological-sciences
26,Biology,2602,"Biochemistry, Biophysics, & Molecular Biology",260202,Biochemistry,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,21,new-york-university,biochemistry
26,Biology,2602,"Biochemistry, Biophysics, & Molecular Biology",260210,Biochemistry & Molecular Biology,2019,2019,DOC,Doctoral Universities,15,Doctoral Universities: Highest Research Activity,193900,New York University,5,Bachelors Degree,22,new-york-university,biochemistry-molecular-biology
